Epoch number,Epoch spec length,Average test loss,Average train loss
0,977,0.546977698802948,0.5270939469337463
1,897,0.4070416986942291,0.6281797289848328
2,897,0.549612820148468,0.5485188364982605
3,1057,0.5549489855766296,0.4837850332260132
4,1057,0.4315725564956665,0.5720997452735901
5,801,0.5075337290763855,0.4712972342967987
6,1009,0.573391318321228,0.5732298493385315
7,913,0.3748053312301636,0.6241890788078308
8,929,0.40949389338493347,0.5562108755111694
9,881,0.4102171063423157,0.5111033320426941
10,881,0.5443322062492371,0.46044686436653137
11,817,0.37389540672302246,0.5226351618766785
12,849,0.3339900076389313,0.4406261444091797
13,1089,0.528540313243866,0.5729331970214844
14,881,0.48676609992980957,0.5025900602340698
15,961,0.3165756165981293,0.5651484727859497
16,945,0.4263577461242676,0.5222862362861633
17,865,0.4765830338001251,0.5233069062232971
18,849,0.32998013496398926,0.5936174988746643
19,1057,0.49639731645584106,0.48504170775413513
20,993,0.4324251115322113,0.6562114953994751
21,1041,0.41862964630126953,0.5619201064109802
22,817,0.5662432909011841,0.5828905701637268
23,993,0.5607017874717712,0.5773950815200806
24,881,0.5348303914070129,0.49460068345069885
25,1105,0.5128142833709717,0.47972989082336426
26,881,0.48254328966140747,0.557441771030426
27,1105,0.5052709579467773,0.5030308365821838
28,897,0.5016810297966003,0.501753568649292
29,849,0.45576193928718567,0.5966513752937317
30,849,0.4487205445766449,0.5746590495109558
31,1057,0.5404617786407471,0.5331756472587585
32,849,0.25724565982818604,0.5912061929702759
33,881,0.32845136523246765,0.4845271408557892
34,865,0.33176690340042114,0.6001279354095459
35,1089,0.3878176510334015,0.6511459350585938
36,1089,0.46070873737335205,0.3836100101470947
37,881,0.3260638415813446,0.6077192425727844
38,1025,0.29148873686790466,0.6658564209938049
39,1009,0.38267162442207336,0.545939564704895
40,865,0.3436221480369568,0.601561963558197
41,913,0.39215824007987976,0.5451364517211914
42,945,0.5001426935195923,0.46221739053726196
43,881,0.4606214165687561,0.5852434039115906
44,945,0.3355911672115326,0.503974974155426
45,913,0.4305516183376312,0.4004378914833069
46,801,0.4556037187576294,0.4154931306838989
47,913,0.3527258038520813,0.4367174804210663
48,1105,0.4024900794029236,0.5519821047782898
49,897,0.43889835476875305,0.5515772700309753
50,993,0.445527583360672,0.6620171070098877
51,945,0.3963148593902588,0.5688185095787048
52,1009,0.4026072919368744,0.5594366192817688
53,1025,0.4738978445529938,0.5491140484809875
54,961,0.414658784866333,0.5409349203109741
55,945,0.6726271510124207,0.6525392532348633
56,1025,0.4374275207519531,0.5385445356369019
57,1089,0.4604387879371643,0.5109961628913879
58,801,0.3428362011909485,0.6261279582977295
59,1057,0.38270866870880127,0.5628334879875183
60,1025,0.3253159821033478,0.4971379339694977
61,897,0.49272775650024414,0.6382091045379639
62,929,0.4864751994609833,0.49890294671058655
63,913,0.3890872597694397,0.42728284001350403
64,1041,0.5108458399772644,0.5631705522537231
65,849,0.3332087993621826,0.4389443099498749
66,977,0.4655081033706665,0.5858699083328247
67,993,0.5642258524894714,0.6893428564071655
68,1105,0.4536387026309967,0.5119785070419312
69,881,0.3713149130344391,0.5746407508850098
70,865,0.5887674689292908,0.6696344614028931
71,913,0.4591716229915619,0.5638157725334167
72,849,0.689078688621521,0.5606697797775269
73,913,0.39828890562057495,0.6362832188606262
